Rank,Company,Ticker,Executive,Title,Title Category,2010 base salary,Bonus,Non-equity incentive,Total cash compensation,Stock options GDFV,Stock awards GDFV,Total equity compensation,All other compensation,Change in pension NQDC,Total compensation,Footnotes
391,TGC Industries Inc.,TGE,Wayne Whitener,President and chief executive,CEO,"$250,000","$250,000",,"$500,000",,,$-,"$15,747",,"$515,757",
500,TGC Industries Inc.,TGE,James Brata,"Vice president, secretary, treasurer and chief financial officer",CFO,"$140,865","$23,000",,"$163,865",,,$-,"$2,430",,"$166,295",
494,TGC Industries Inc.,TGE,Daniel Winn,Vice president,Other,"$154,476","$31,000",,"$185,476",,,$-,"$9,470",,"$194,946",
290,Titanium Metals Corp.,TIE,Bobby D. O'Brien,President and chief executive,CEO,"$923,800",,,"$923,800",,,$-,,,"$923,800",
362,Titanium Metals Corp.,TIE,James W. Brown,Vice president and chief financial officer,CFO,"$607,100",,,"$607,100",,,$-,,,"$607,100",
439,Titanium Metals Corp.,TIE,Andrew B. Nace,Vice president and general counsel,General Counsel,"$350,000",,,"$350,000",,,$-,,,"$350,000",
266,Titanium Metals Corp.,TIE,Harold C. Simmons,Chairman,Non-CEO Chairman or Preisdent,"$1,023,000",,,"$1,023,000",,"$15,000","$15,000",,,"$1,038,000",
292,Titanium Metals Corp.,TIE,Steven L. Watson,Vice chairman,Other,"$901,600",,,"$901,600",,"$15,000","$15,000",,,"$916,600",
30,Torchmark Corp.,TMK,Mark S. McAndrew,Chairman and chief executive,CEO,"$955,080",,"$1,900,000","$2,855,080","$1,864,800","$833,580","$2,698,380","$41,656","$679,005","$6,274,121",
144,Torchmark Corp.,TMK,Roger C. Smith,"Chief executive and president, American Income",CEO,"$417,848","$300,000",,"$717,848","$777,000","$347,325","$1,124,325","$24,217","$261,344","$2,127,734",
101,Torchmark Corp.,TMK,Gary L. Coleman,Executive vice president and chief financial officer,CFO,"$542,207",,"$550,000","$1,092,207","$777,000","$370,480","$1,147,480","$13,294","$524,681","$2,777,662",
97,Torchmark Corp.,TMK,Larry M. Hutchison,Executive vice president and general counsel,General Counsel,"$522,309",,"$550,000","$1,072,309","$777,000","$370,480","$1,147,480","$13,144","$610,044","$2,842,977",
131,Torchmark Corp.,TMK,Vern D. Herbel,Executive vice president and chief administrative officer,Other,"$447,694",,"$430,000","$877,694","$669,300","$277,860","$947,160","$20,036","$441,008","$2,285,898",
44,Trinity Industries Inc.,TRN,Timothy R. Wallace,"Chairman, chief executive and president",CEO,"$950,000",,"$559,170","$1,509,170",,"$1,973,580","$1,973,580","$280,804","$736,571","$4,500,125",
287,Trinity Industries Inc.,TRN,James E. Perry,Vice president and chief financial officer,CFO,"$296,667","$20,000","$101,861","$418,528",,"$444,500","$444,500","$65,728",,"$928,756",
196,Trinity Industries Inc.,TRN,D. Stephen Menzies,Senior vice president and group president,Division President/CEO,"$520,000",,"$204,048","$724,048",,"$698,500","$698,500","$126,105","$16,253","$1,564,906",
205,Trinity Industries Inc.,TRN,William A. McWhirter,Senior vice president and group president,Division President/CEO,"$425,000",,"$208,463","$633,463",,"$698,500","$698,500","$119,058","$26,845","$1,477,866",
250,Trinity Industries Inc.,TRN,Antonio  Carrillo,Vice president and group president,Division President/CEO,"$375,000",,"$128,756","$503,756",,"$508,000","$508,000","$101,091",,"$1,112,847",
299,Trinity Industries Inc.,TRN,S. Theis Rice,"Vice president, human resources and chief legal officer",General Counsel,"$365,000",,"$104,436","$469,436",,"$304,800","$304,800","$83,494","$35,429","$893,159",
183,Tuesday Morning Corp.,TUES,Kathleen  Mason,President and chief executive,CEO,"$750,000","$500,000","$150,000","$1,400,000",,"$250,002","$250,002","$10,083",,"$1,660,085",
455,Tuesday Morning Corp.,TUES,Stephanie  Bowman,"Executive vice president, chief financial officer",CFO,"$238,750","$5,000","$49,000","$292,750",,,$-,"$9,833",,"$302,583",
323,Tuesday Morning Corp.,TUES,Michael J. Marchetti,"Executive vice president, chief operating officer",COO,"$450,000","$200,000","$90,000","$740,000",,,$-,"$10,083",,"$750,083",
445,Tuesday Morning Corp.,TUES,Melinda  Page,"Senior vice president, general merchandise manager",Other,"$264,583","$15,000","$55,000","$334,583",,,$-,$283,,"$334,866",
462,Tuesday Morning Corp.,TUES,Ross E. Manning,"Senior vice president, marketing",Sales/Marketing executive,"$242,917",,"$30,000","$272,917",,,$-,"$10,000",,"$282,917",
238,Tyler Technologies Inc.,TYL,John S. Marr Jr.,Chief executive and president,CEO,"$420,000",,"$210,000","$630,000","$557,201",,"$557,201","$16,101",,"$1,203,302",
325,Tyler Technologies Inc.,TYL,Brian K. Miller,"Executive vice president, chief financial officer and treasurer",CFO,"$265,000",,"$99,375","$364,375","$371,468",,"$371,468","$9,726",,"$745,569",
270,Tyler Technologies Inc.,TYL,Dustin R. Womble,Executive vice president; chief executive of the courts and justice division and local government division,Division President/CEO,"$353,000",,"$176,500","$529,500","$464,334",,"$464,334","$12,534",,"$1,006,368",
326,Tyler Technologies Inc.,TYL,H. Lynn Moore Jr.,"Executive vice president, general counsel and secretary",General Counsel,"$265,000",,"$99,375","$364,375","$371,468",,"$371,468","$7,350",,"$743,193",
356,US Home Systems Inc.,USHS,Murray H. Gross,"Chairman, president and chief executive",CEO,"$380,424","$195,621",,"$576,045","$8,158",,"$8,158","$41,587",,"$625,790",
458,US Home Systems Inc.,USHS,Robert A. DeFronzo,Secretary-treasurer and chief financial officer,CFO,"$239,302","$40,000",,"$279,302","$8,158",,"$8,158","$13,373",,"$300,833",
428,US Home Systems Inc.,USHS,Steven L. Gross,Executive vice president and chief marketing officer,Sales/Marketing executive,"$235,361","$156,497",,"$391,858","$8,158",,"$8,158","$18,802",,"$418,818",
200,United States Lime & Minerals Inc.,USLM,Timothy W. Byrne,President and chief executive,CEO,"$360,000","$300,000","$360,000","$1,020,000","$93,075","$358,105","$451,180","$56,210",,"$1,527,390",
491,United States Lime & Minerals Inc.,USLM,M. Michael Owens,Vice president and chief financial officer,CFO,"$148,133","$33,000",,"$181,133",,"$28,575","$28,575","$6,040",,"$215,748",
479,United States Lime & Minerals Inc.,USLM,Russell W. Riggs,Vice president ? production,Other,"$164,168","$50,000",,"$214,168",,"$38,100","$38,100","$4,688",,"$256,956",
476,United States Lime & Minerals Inc.,USLM,David P. Leymeister,Vice president ? sales and marketing,Sales/Marketing executive,"$190,750","$30,000",,"$220,750",,"$34,290","$34,290","$6,882",,"$261,922",
332,Union Drilling Inc.,UDRL,Christopher D. Strong,President and chief executive,CEO,"$400,000","$300,000",,"$700,000",,,$-,"$17,584",,"$717,584",
373,Union Drilling Inc.,UDRL,Tina L. Castillo,"Senior vice president, chief financial officer and treasurer",CFO,"$178,212","$90,000",,"$268,212","$299,780",,"$299,780","$8,752",,"$576,744",
318,Union Drilling Inc.,UDRL,David S. Goldberg,"Senior vice president, general counsel and corporate secretary",General Counsel,"$260,000","$135,000",,"$395,000",,"$370,500","$370,500","$21,284",,"$786,784",
333,Universal Power Group Inc.,UPG,Ian  Edmonds,"President, chief executive and interim chief financial officer",CEO,"$250,000","$423,065",,"$673,065",,,$-,"$42,703",,"$715,768",
463,Universal Power Group Inc.,UPG,Ramin  Salehi,Senior vice president of operations,COO,"$145,380","$128,000",,"$273,380",,,$-,"$5,522",,"$278,902",
457,Universal Power Group Inc.,UPG,Mimi  Tan,Senior vice president business development and marketing,Sales/Marketing executive,"$168,036","$127,000",,"$295,036",,,$-,"$5,809",,"$300,845",
220,Valhi Inc.,VHI,Robert D. Graham,Vice president,Other,"$1,340,700",,,"$1,340,700",,,$-,,,"$1,340,700",
127,Valhi Inc.,VHI,Steven L. Watson,President and chief executive,CEO,"$2,291,800",,,"$2,291,800",,"$39,380","$39,380",,,"$2,331,180",
303,Valhi Inc.,VHI,Bobby D. O?Brien,Vice president and chief financial officer,CFO,"$882,700",,,"$882,700",,,$-,,,"$882,700",
52,Valhi Inc.,VHI,Harold C. Simmons,Chairman,Non-CEO Chairman or Preisdent,"$4,047,000",,,"$4,047,000",,"$28,490","$28,490",,,"$4,075,490",
178,Valhi Inc.,VHI,William J. Lindquist,Senior vice president,Other,"$1,761,200",,,"$1,761,200",,,$-,,,"$1,761,200",
486,ViewCast.com Inc.,VCST,David Stoner,Chief executive and president,CEO,"$198,875","$4,031",,"$202,906","$28,742",,"$28,742",,,"$231,648",
493,ViewCast.com Inc.,VCST,Laurie Latham,"Chief financial officer and senior vice president, finance and administration",CFO,"$171,125","$3,469",,"$174,594","$21,557",,"$21,557",,,"$196,151",
103,Westwood Holdings Group Inc.,WHG,Brian O. Casey,President and chief executive,CEO,"$483,333",,"$866,057","$1,349,390",,"$1,396,500","$1,396,500","$26,950",,"$2,772,840",
367,Westwood Holdings Group Inc.,WHG,William R. Hardcastle Jr.,"Vice president, chief financial officer",CFO,"$175,000","$150,000",,"$325,000",,"$235,320","$235,320","$26,950",,"$587,270",
55,Westwood Holdings Group Inc.,WHG,Susan M. Byrne,Chairman and chief investment officer,Non-CEO Chairman or Preisdent,"$750,000",,"$2,309,485","$3,059,485",,"$940,500","$940,500","$26,950",,"$4,026,935",
269,Zale Corp.,ZLC,Theo  Killion,President and interim chief executive,CEO,"$595,000",,,"$595,000","$395,593",,"$395,593","$17,892",,"$1,008,485",
364,Zale Corp.,ZLC,Matthew W. Appel,Executive vice president and chief financial officer,CFO,"$403,462","$20,000",,"$423,462","$164,424",,"$164,424","$9,583",,"$597,470",
174,Zale Corp.,ZLC,Neal L. Goldberg,Former chief executive,Former executive,"$473,077",,,"$473,077","$696,808",,"$696,808","$617,404",,"$1,787,289",
324,Zale Corp.,ZLC,Mary  Kwan,Former executive vice president and chief merchandising officer,Former executive,"$207,692",,,"$207,692","$158,516",,"$158,516","$383,571",,"$749,779",
336,Zale Corp.,ZLC,William  Acevedo,Former executive vice president and chief stores officer,Former executive,"$212,396",,,"$212,396","$158,516",,"$158,516","$342,571",,"$713,482",
322,Zale Corp.,ZLC,Gil  Hollander,"Executive vice president, chief merchant and sourcing officer",Other,"$475,000",,,"$475,000","$273,613",,"$273,613","$14,502",,"$763,115",
288,Zale Corp.,ZLC,Richard  Lennox,Executive vice president and chief marketing officer,Sales/Marketing executive,"$359,134","$125,000",,"$484,134","$297,130","$84,900","$382,030","$59,032",,"$925,197",
